DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.12. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,,,,
Sensor code,,,,,,,,,,,,,,
        Datum,    L,    K,   KR,   K15,   K30,   K60,  KR15,  KR30,  KR60,   L15,   L30,   L60,  batt
Units,,,,,,,,,,,,,,
Minimum value,,,,,,,,,,,,,,
Maximum value,,,,,,,,,,,,,,
06.03. 04:30 ,  0.0,  0.0,  0.4, 31.41, 23.76, 39.93, 23.51, 25.99, 36.60, 37.51, 21.88, -0.22, 12.54
06.03. 05:00 ,  0.0,  0.0,  0.3, 31.32, 23.64, 39.86, 23.51, 25.87, 36.60, 37.48, 21.81, -0.22, 12.54
06.03. 05:30 ,  0.0,  0.0,  0.3, 31.32, 23.53, 39.89, 23.48, 25.76, 36.56, 37.44, 21.74, -0.22, 12.53
06.03. 06:00 ,  0.0,  0.0,  0.4, 31.29, 23.44, 39.89, 23.51, 25.66, 36.53, 37.44, 21.67, -0.22, 12.54
06.03. 06:30 ,  0.0,  0.0,  0.3, 31.27, 23.32, 39.85, 23.55, 25.56, 36.45, 37.40, 21.62, -0.22, 12.53
06.03. 07:00 ,  0.0,  0.0,  0.5, 31.24, 23.23, 39.85, 23.55, 25.46, 36.42, 37.40, 21.55, -0.22, 12.54
06.03. 07:30 ,  0.0,  0.0,  0.4, 31.24, 23.16, 39.82, 23.60, 25.38, 36.38, 37.37, 21.50, -0.22, 12.54
06.03. 08:00 ,  0.0,  0.0,  0.3, 31.27, 23.09, 39.82, 23.62, 25.33, 36.34, 37.44, 21.43, -0.22, 12.54
06.03. 08:30 ,  0.0,  0.0,  0.4, 31.27, 23.04, 39.78, 23.69, 25.25, 36.27, 37.48, 21.41, -0.22, 12.54
06.03. 09:00 ,  0.0,  0.0,  0.4, 31.29, 23.02, 39.82, 23.74, 25.20, 36.27, 37.51, 21.39, -0.22, 12.53
06.03. 09:30 ,  0.0,  0.0,  0.1, 31.32, 22.97, 39.78, 23.76, 25.20, 36.20, 37.59, 21.39, -0.22, 12.54
06.03. 10:00 ,  0.0,  0.0,  0.1, 31.35, 22.95, 39.78, 23.83, 25.20, 36.16, 37.62, 21.36, -0.22, 12.54
06.03. 10:30 ,  0.0,  0.0,  0.4, 31.38, 22.95, 39.75, 23.81, 25.25, 36.12, 37.66, 21.36, -0.22, 12.53
06.03. 11:00 ,  0.1,  0.0,  0.2, 31.41, 22.92, 39.71, 23.83, 25.28, 36.09, 37.70, 21.39, -0.22, 12.53
06.03. 11:30 ,  0.0,  0.0,  0.3, 31.44, 22.95, 39.75, 23.83, 25.30, 36.09, 37.70, 21.41, -0.22, 12.53
06.03. 12:00 ,  0.0,  0.0,  0.4, 31.41, 22.95, 39.67, 23.85, 25.35, 36.01, 37.70, 21.39, -0.22, 12.53
06.03. 12:30 ,  0.0,  0.0,  0.8, 31.44, 22.99, 39.71, 23.90, 25.38, 36.01, 37.73, 21.41, -0.22, 12.53
06.03. 13:00 ,  0.0,  0.0,  1.4, 31.49, 22.99, 39.67, 24.06, 25.43, 35.98, 37.81, 21.41, -0.22, 12.53
06.03. 13:30 ,  0.0,  0.0,  0.9, 31.66, 23.06, 39.67, 24.58, 25.48, 35.98, 37.99, 21.46, -0.22, 12.52
06.03. 14:00 ,  0.0,  0.0,  0.9, 32.01, 23.20, 39.67, 24.99, 25.61, 35.98, 38.39, 21.60, -0.22, 12.52
06.03. 14:30 ,  0.0,  0.0,  1.1, 32.43, 23.69, 39.64, 25.30, 25.92, 35.98, 38.68, 21.85, -0.22, 12.53
06.03. 15:00 ,  0.0,  0.0,  0.7, 32.72, 25.25, 39.67, 25.43, 26.58, 35.98, 38.90, 22.27, -0.22, 12.52
06.03. 15:30 ,  0.0,  0.0,  0.5, 32.80, 26.84, 39.71, 25.38, 27.61, 36.01, 38.98, 22.74, -0.22, 12.52
06.03. 16:00 ,  0.0,  0.0,  0.5, 32.74, 27.30, 39.75, 25.22, 28.32, 36.12, 38.94, 23.04, -0.22, 12.53
06.03. 16:30 ,  0.0,  0.0,  0.3, 32.69, 27.35, 39.96, 25.10, 28.58, 36.34, 38.83, 23.18, -0.22, 12.52
06.03. 17:00 ,  0.0,  0.0,  0.3, 32.60, 27.25, 40.17, 24.95, 28.63, 36.67, 38.79, 23.20, -0.22, 12.52
06.03. 17:30 ,  0.0,  0.0,  0.3, 32.52, 26.99, 40.30, 24.83, 28.58, 37.00, 38.72, 23.20, -0.22, 12.52
06.03. 18:00 ,  0.0,  0.0,  0.4, 32.46, 26.71, 40.39, 24.79, 28.45, 37.15, 38.65, 23.16, -0.22, 12.52
06.03. 18:30 ,  0.0,  0.0,  0.1, 32.40, 26.43, 40.51, 24.69, 28.32, 37.29, 38.57, 23.09, -0.22, 12.53
06.03. 19:00 ,  0.0,  0.0,  0.0, 32.35, 26.15, 40.51, 24.62, 28.14, 37.37, 38.54, 23.04, -0.22, 12.52
06.03. 19:30 ,  0.0,  0.0,  0.1, 32.29, 25.92, 40.47, 24.48, 27.96, 37.37, 38.50, 22.97, -0.22, 12.52
06.03. 20:00 ,  0.0,  0.0,  0.0, 32.23, 25.69, 40.51, 24.39, 27.81, 37.33, 38.43, 22.92, -0.22, 12.52
06.03. 20:30 ,  0.0,  0.0,  0.0, 32.18, 25.46, 40.56, 24.30, 27.61, 37.33, 38.36, 22.85, -0.22, 12.52
06.03. 21:00 ,  0.0,  0.0,  0.0, 32.12, 25.25, 40.56, 24.20, 27.40, 37.33, 38.32, 22.76, -0.22, 12.52
06.03. 21:30 ,  0.0,  0.0,  0.0, 32.03, 25.05, 40.56, 24.11, 27.25, 37.29, 38.21, 22.69, -0.22, 12.52
06.03. 22:00 ,  0.0,  0.0,  0.1, 31.98, 24.85, 40.56, 24.04, 27.07, 37.26, 38.17, 22.57, -0.22, 12.53
06.03. 22:30 ,  0.0,  0.0,  0.0, 31.92, 24.67, 40.56, 23.97, 26.86, 37.22, 38.10, 22.50, -0.22, 12.52
06.03. 23:00 ,  0.0,  0.0,  0.0, 31.86, 24.53, 40.56, 23.88, 26.71, 37.15, 38.03, 22.41, -0.22, 12.52
06.03. 23:30 ,  0.0,  0.0,  0.0, 31.81, 24.39, 40.56, 23.83, 26.58, 37.08, 37.99, 22.32, -0.22, 12.52
07.03. 00:00 ,  0.0,  0.0,  0.0, 31.78, 24.23, 40.51, 23.76, 26.40, 37.04, 37.95, 22.23, -0.22, 12.52
07.03. 00:30 ,  0.0,  0.0,  0.0, 31.75, 24.09, 40.47, 23.71, 26.27, 37.00, 37.88, 22.16, -0.22, 12.53
07.03. 01:00 ,  0.0,  0.0,  0.0, 31.69, 23.95, 40.47, 23.62, 26.15, 36.93, 37.84, 22.09, -0.22, 12.52
07.03. 01:30 ,  0.0,  0.0,  0.0, 31.64, 23.81, 40.47, 23.57, 26.02, 36.93, 37.81, 22.02, -0.22, 12.52
07.03. 02:00 ,  0.0,  0.0,  0.0, 31.58, 23.69, 40.47, 23.55, 25.92, 36.82, 37.77, 21.92, -0.22, 12.52
07.03. 02:30 ,  0.0,  0.0,  0.1, 31.55, 23.57, 40.47, 23.48, 25.81, 36.75, 37.73, 21.85, -0.22, 12.52
07.03. 03:00 ,  0.0,  0.0,  0.0, 31.52, 23.48, 40.51, 23.46, 25.69, 36.71, 37.70, 21.81, -0.22, 12.52
07.03. 03:30 ,  0.0,  0.0,  0.1, 31.49, 23.39, 40.39, 23.39, 25.58, 36.64, 37.62, 21.71, -0.22, 12.52
07.03. 04:00 ,  0.0,  0.0,  0.1, 31.44, 23.27, 40.47, 23.37, 25.51, 36.60, 37.62, 21.67, -0.22, 12.53
07.03. 04:30 ,  0.0,  0.0,  0.2, 31.44, 23.20, 40.43, 23.34, 25.40, 36.53, 37.59, 21.62, -0.22, 12.52
07.03. 05:00 ,  0.0,  0.0,  0.1, 31.41, 23.13, 40.39, 23.32, 25.30, 36.49, 37.55, 21.55, -0.22, 12.53
07.03. 05:30 ,  0.0,  0.0,  0.0, 31.38, 23.02, 40.39, 23.32, 25.20, 36.42, 37.51, 21.48, -0.22, 12.52
07.03. 06:00 ,  0.0,  0.0,  0.0, 31.32, 22.95, 40.39, 23.30, 25.12, 36.38, 37.48, 21.43, -0.22, 12.52
07.03. 06:30 ,  0.0,  0.0,  0.0, 31.29, 22.88, 40.34, 23.32, 25.07, 36.31, 37.48, 21.39, -0.22, 12.52
07.03. 07:00 ,  0.0,  0.0,  0.0, 31.29, 22.78, 40.30, 23.30, 24.97, 36.31, 37.44, 21.34, -0.22, 12.53
07.03. 07:30 ,  0.0,  0.0,  0.1, 31.29, 22.74, 40.30, 23.30, 24.90, 36.23, 37.44, 21.29, -0.22, 12.52
07.03. 08:00 ,  0.0,  0.0,  0.0, 31.27, 22.67, 40.26, 23.30, 24.83, 36.20, 37.40, 21.22, -0.22, 12.52
07.03. 08:30 ,  0.0,  0.0,  0.1, 31.24, 22.62, 40.26, 23.32, 24.76, 36.16, 37.37, 21.18, -0.22, 12.52
07.03. 09:00 ,  0.0,  0.0,  0.1, 31.24, 22.55, 40.22, 23.30, 24.72, 36.09, 37.33, 21.13, -0.22, 12.52
07.03. 09:30 ,  0.0,  0.0,  0.2, 31.21, 22.53, 40.22, 23.32, 24.65, 36.01, 37.33, 21.11, -0.22, 12.52
07.03. 10:00 ,  0.0,  0.0,  0.2, 31.21, 22.46, 40.22, 23.30, 24.62, 35.98, 37.33, 21.06, -0.22, 12.52
07.03. 10:30 ,  0.0,  0.0,  0.4, 31.21, 22.41, 40.22, 23.30, 24.55, 35.94, 37.33, 21.04, -0.22, 12.52
07.03. 11:00 ,  0.0,  0.0,  0.3, 31.18, 22.34, 40.13, 23.32, 24.53, 35.94, 37.33, 20.97, -0.22, 12.52
07.03. 11:30 ,  0.0,  0.0,  0.4, 31.18, 22.32, 40.13, 23.32, 24.48, 35.91, 37.37, 20.97, -0.22, 12.52
07.03. 12:00 ,  0.0,  0.0,  0.2, 31.15, 22.29, 40.09, 23.32, 24.46, 35.87, 37.37, 20.92, -0.22, 12.52
07.03. 12:30 ,  0.0,  0.0,  0.3, 31.18, 22.23, 40.09, 23.34, 24.44, 35.80, 37.37, 20.92, -0.22, 12.52
07.03. 13:00 ,  0.0,  0.0,  0.3, 31.18, 22.23, 40.04, 23.37, 24.44, 35.76, 37.40, 20.90, -0.22, 12.52
07.03. 13:30 ,  0.0,  0.0,  0.2, 31.18, 22.18, 40.04, 23.39, 24.46, 35.76, 37.44, 20.90, -0.22, 12.52
07.03. 14:00 ,  0.0,  0.0,  0.2, 31.18, 22.16, 40.04, 23.41, 24.51, 35.76, 37.48, 20.90, -0.22, 12.52
07.03. 14:30 ,  0.0,  0.0,  0.2, 31.21, 22.13, 40.00, 23.46, 24.51, 35.69, 37.55, 20.90, -0.22, 12.52
07.03. 15:00 ,  0.0,  0.0,  0.3, 31.24, 22.13, 40.00, 23.53, 24.55, 35.65, 37.59, 20.95, -0.22, 12.51
07.03. 15:30 ,  0.0,  0.0,  0.1, 31.27, 22.11, 40.00, 23.62, 24.60, 35.61, 37.66, 20.95, -0.22, 12.52
07.03. 16:00 ,  0.0,  0.0,  0.0, 31.29, 22.11, 39.96, 23.69, 24.65, 35.61, 37.77, 21.01, -0.22, 12.52
07.03. 16:30 ,  0.0,  0.0,  0.1, 31.32, 22.11, 39.96, 23.74, 24.72, 35.58, 37.81, 21.06, -0.22, 12.51
07.03. 17:00 ,  0.0,  0.0,  0.0, 31.38, 22.13, 39.96, 23.78, 24.79, 35.58, 37.88, 21.11, -0.22, 12.52
07.03. 17:30 ,  0.0,  0.0,  0.0, 31.41, 22.16, 39.96, 23.83, 24.85, 35.54, 37.88, 21.15, -0.22, 12.52
07.03. 18:00 ,  0.0,  0.0,  0.0, 31.44, 22.18, 39.93, 23.83, 24.95, 35.54, 37.92, 21.18, -0.22, 12.52
07.03. 18:30 ,  0.0,  0.0,  0.0, 31.49, 22.23, 39.96, 23.83, 25.02, 35.54, 37.92, 21.20, -0.22, 12.52
07.03. 19:00 ,  0.0,  0.0,  0.0, 31.49, 22.29, 39.89, 23.81, 25.05, 35.50, 37.92, 21.22, -0.22, 12.52
07.03. 19:30 ,  0.0,  0.0,  0.0, 31.52, 22.32, 39.93, 23.81, 25.10, 35.54, 37.92, 21.25, -0.22, 12.52
07.03. 20:00 ,  0.0,  0.0,  0.0, 31.55, 22.39, 39.93, 23.76, 25.12, 35.54, 37.92, 21.27, -0.22, 12.52
07.03. 20:30 ,  0.0,  0.0,  0.0, 31.55, 22.43, 39.89, 23.74, 25.15, 35.54, 37.88, 21.27, -0.22, 12.52
07.03. 21:00 ,  0.0,  0.0,  0.1, 31.55, 22.46, 39.89, 23.71, 25.17, 35.54, 37.84, 21.29, -0.22, 12.52
07.03. 21:30 ,  0.0,  0.0,  0.0, 31.52, 22.50, 39.89, 23.67, 25.17, 35.50, 37.84, 21.29, -0.22, 12.52
07.03. 22:00 ,  0.0,  0.0,  0.0, 31.55, 22.50, 39.89, 23.64, 25.17, 35.54, 37.84, 21.29, -0.22, 12.52
07.03. 22:30 ,  0.0,  0.0,  0.0, 31.55, 22.55, 39.89, 23.62, 25.17, 35.54, 37.77, 21.27, -0.22, 12.52
07.03. 23:00 ,  0.0,  0.0,  0.0, 31.49, 22.55, 39.93, 23.55, 25.15, 35.54, 37.73, 21.27, -0.22, 12.52
07.03. 23:30 ,  0.0,  0.0,  0.0, 31.49, 22.55, 39.89, 23.53, 25.12, 35.54, 37.70, 21.25, -0.22, 12.52
08.03. 00:00 ,  0.0,  0.0,  0.0, 31.49, 22.55, 39.93, 23.48, 25.10, 35.54, 37.70, 21.25, -0.22, 12.52
08.03. 00:30 ,  0.0,  0.0,  0.0, 31.46, 22.55, 39.89, 23.46, 25.07, 35.54, 37.66, 21.25, -0.22, 12.52
08.03. 01:00 ,  0.0,  0.0,  0.0, 31.46, 22.53, 39.93, 23.39, 25.02, 35.54, 37.62, 21.20, -0.22, 12.52
08.03. 01:30 ,  0.0,  0.0,  0.0, 31.46, 22.53, 39.93, 23.37, 24.99, 35.54, 37.59, 21.20, -0.22, 12.52
08.03. 02:00 ,  0.0,  0.0,  0.0, 31.41, 22.48, 39.89, 23.34, 24.95, 35.50, 37.55, 21.15, -0.22, 12.52
08.03. 02:30 ,  0.0,  0.0,  0.0, 31.41, 22.48, 39.89, 23.30, 24.92, 35.50, 37.51, 21.13, -0.22, 12.51
08.03. 03:00 ,  0.0,  0.0,  0.0, 31.38, 22.46, 39.93, 23.25, 24.88, 35.54, 37.51, 21.13, -0.22, 12.52
08.03. 03:30 ,  0.0,  0.0,  0.0, 31.35, 22.43, 39.89, 23.23, 24.85, 35.50, 37.48, 21.11, -0.22, 12.52
08.03. 04:00 ,  0.0,  0.0,  0.0, 31.32, 22.41, 39.89, 23.18, 24.79, 35.50, 37.44, 21.08, -0.22, 12.51
08.03. 04:30 ,  0.0,  0.0,  0.1, 31.32, 22.39, 39.89, 23.18, 24.74, 35.50, 37.40, 21.06, -0.22, 12.51
08.03. 05:00 ,  0.0,  0.0,  0.0, 31.29, 22.36, 39.89, 23.13, 24.67, 35.50, 37.37, 21.01, -0.22, 12.51
08.03. 05:30 ,  0.0,  0.0,  0.0, 31.27, 22.32, 39.89, 23.13, 24.62, 35.50, 37.37, 20.99, -0.22, 12.51
08.03. 06:00 ,  0.0,  0.0,  0.0, 31.27, 22.29, 39.89, 23.06, 24.58, 35.47, 37.33, 20.95, -0.22, 12.51
08.03. 06:30 ,  0.0,  0.0,  0.0, 31.21, 22.23, 39.89, 23.04, 24.53, 35.47, 37.33, 20.95, -0.22, 12.51
08.03. 07:00 ,  0.0,  0.0,  0.0, 31.21, 22.23, 39.89, 23.02, 24.48, 35.47, 37.29, 20.92, -0.22, 12.52
08.03. 07:30 ,  0.0,  0.0,  0.0, 31.18, 22.18, 39.89, 22.99, 24.44, 35.43, 37.30, 20.88, -0.22, 12.51
08.03. 08:00 ,  0.0,  0.0,  0.0, 31.15, 22.16, 39.85, 22.97, 24.39, 35.43, 37.26, 20.83, -0.22, 12.51
08.03. 08:30 ,  0.0,  0.0,  0.0, 31.15, 22.13, 39.89, 22.92, 24.37, 35.39, 37.22, 20.83, -0.22, 12.51
08.03. 09:00 ,  0.0,  0.0,  0.0, 31.12, 22.09, 39.85, 22.90, 24.30, 35.43, 37.22, 20.78, -0.22, 12.51
08.03. 09:30 ,  0.0,  0.0,  0.0, 31.09, 22.04, 39.89, 22.92, 24.25, 35.39, 37.19, 20.76, -0.22, 12.51
08.03. 10:00 ,  0.0,  0.0,  0.0, 31.09, 21.99, 39.85, 22.88, 24.20, 35.36, 37.19, 20.74, -0.22, 12.51
08.03. 10:30 ,  0.0,  0.0,  0.0, 31.07, 21.99, 39.85, 22.85, 24.18, 35.39, 37.15, 20.69, -0.22, 12.51
08.03. 11:00 ,  0.0,  0.0,  0.0, 31.04, 21.95, 39.85, 22.81, 24.13, 35.36, 37.15, 20.67, -0.22, 12.51
08.03. 11:30 ,  0.0,  0.0,  0.0, 31.04, 21.92, 39.89, 22.81, 24.09, 35.32, 37.08, 20.64, -0.22, 12.51
08.03. 12:00 ,  0.0,  0.0,  0.0, 31.01, 21.88, 39.82, 22.78, 24.04, 35.28, 37.08, 20.60, -0.22, 12.51
08.03. 12:30 ,  0.0,  0.0,  0.0, 30.98, 21.85, 39.85, 22.76, 23.99, 35.28, 37.04, 20.60, -0.22, 12.51
08.03. 13:00 ,  0.0,  0.0,  0.0, 30.95, 21.83, 39.78, 22.74, 23.97, 35.28, 37.04, 20.57, -0.22, 12.51
08.03. 13:30 ,  0.0,  0.0,  0.0, 30.95, 21.78, 39.82, 22.74, 23.92, 35.25, 37.00, 20.55, -0.22, 12.52
08.03. 14:00 ,  0.0,  0.0,  0.0, 30.92, 21.76, 39.78, 22.67, 23.88, 35.25, 37.00, 20.50, -0.22, 12.51
08.03. 14:30 ,  0.0,  0.0,  0.0, 30.92, 21.71, 39.85, 22.67, 23.85, 35.21, 36.97, 20.48, -0.22, 12.52
08.03. 15:00 ,  0.0,  0.0,  0.0, 30.90, 21.69, 39.82, 22.64, 23.81, 35.21, 37.00, 20.46, -0.22, 12.52
08.03. 15:30 ,  0.0,  0.0,  0.0, 30.87, 21.67, 39.82, 22.64, 23.78, 35.17, 36.93, 20.43, -0.22, 12.52
08.03. 16:00 ,  0.0,  0.0,  0.0, 30.87, 21.62, 39.78, 22.62, 23.74, 35.17, 36.89, 20.41, -0.22, 12.52
08.03. 16:30 ,  0.0,  0.0,  0.0, 30.84, 21.62, 39.78, 22.60, 23.71, 35.17, 36.89, 20.39, -0.22, 12.52
08.03. 17:00 ,  0.0,  0.0,  0.0, 30.84, 21.57, 39.78, 22.57, 23.69, 35.17, 36.89, 20.36, -0.22, 12.53
08.03. 17:30 ,  0.0,  0.0,  0.0, 30.84, 21.55, 39.78, 22.55, 23.62, 35.10, 36.82, 20.34, -0.22, 12.52
08.03. 18:00 ,  0.0,  0.0,  0.0, 30.78, 21.53, 39.75, 22.55, 23.60, 35.14, 36.82, 20.29, -0.22, 12.52
08.03. 18:30 ,  0.0,  0.0,  0.0, 30.78, 21.50, 39.75, 22.50, 23.57, 35.10, 36.78, 20.27, -0.22, 12.53
08.03. 19:00 ,  0.0,  0.0,  0.0, 30.78, 21.46, 39.75, 22.50, 23.53, 35.06, 36.78, 20.25, -0.22, 12.53
08.03. 19:30 ,  0.0,  0.0,  0.0, 30.75, 21.46, 39.75, 22.48, 23.53, 35.03, 36.78, 20.22, -0.22, 12.53
08.03. 20:00 ,  0.0,  0.0,  0.0, 30.75, 21.41, 39.71, 22.48, 23.48, 35.03, 36.75, 20.20, -0.22, 12.54
08.03. 20:30 ,  0.0,  0.0,  0.0, 30.73, 21.39, 39.75, 22.43, 23.46, 35.03, 36.75, 20.18, -0.22, 12.53
08.03. 21:00 ,  0.0,  0.0,  0.0, 30.73, 21.39, 39.75, 22.41, 23.44, 34.99, 36.75, 20.15, -0.22, 12.53
08.03. 21:30 ,  0.0,  0.0,  0.0, 30.73, 21.34, 39.71, 22.39, 23.39, 34.99, 36.67, 20.13, -0.22, 12.52
08.03. 22:00 ,  0.0,  0.0,  0.0, 30.70, 21.32, 39.67, 22.39, 23.37, 34.96, 36.67, 20.11, -0.22, 12.52
08.03. 22:30 ,  0.0,  0.0,  0.0, 30.70, 21.32, 39.67, 22.36, 23.32, 34.96, 36.67, 20.08, -0.22, 12.52
08.03. 23:00 ,  0.0,  0.0,  0.0, 30.67, 21.29, 39.67, 22.34, 23.30, 34.93, 36.64, 20.06, -0.22, 12.53
08.03. 23:30 ,  0.0,  0.0,  0.0, 30.67, 21.25, 39.67, 22.34, 23.27, 34.93, 36.64, 20.06, -0.22, 12.52
09.03. 00:00 ,  0.0,  0.0,  0.1, 30.64, 21.25, 39.67, 22.32, 23.25, 34.88, 36.64, 20.04, -0.22, 12.53
09.03. 00:30 ,  0.0,  0.0,  0.0, 30.61, 21.20, 39.67, 22.32, 23.23, 34.91, 36.60, 19.99, -0.22, 12.52
09.03. 01:00 ,  0.0,  0.0,  0.1, 30.61, 21.18, 39.67, 22.32, 23.20, 34.88, 36.60, 19.99, -0.22, 12.53
09.03. 01:30 ,  0.0,  0.0,  0.0, 30.61, 21.15, 39.64, 22.36, 23.16, 34.85, 36.56, 19.97, -0.22, 12.52
09.03. 02:00 ,  0.0,  0.0,  0.0, 30.58, 21.13, 39.67, 22.34, 23.13, 34.88, 36.53, 19.94, -0.22, 12.52
09.03. 02:30 ,  0.0,  0.0,  0.0, 30.58, 21.11, 39.64, 22.34, 23.09, 34.82, 36.56, 19.92, -0.22, 12.52
09.03. 03:00 ,  0.0,  0.0,  0.0, 30.58, 21.08, 39.64, 22.34, 23.06, 34.85, 36.53, 19.90, -0.22, 12.52
09.03. 03:30 ,  0.0,  0.0,  0.2, 30.55, 21.08, 39.60, 22.32, 23.06, 34.82, 36.53, 19.87, -0.22, 12.52
09.03. 04:00 ,  0.0,  0.0,  0.4, 30.55, 21.04, 39.56, 22.34, 23.02, 34.79, 36.49, 19.87, -0.22, 12.52
09.03. 04:30 ,  0.0,  0.0,  1.3, 30.55, 21.04, 39.60, 22.34, 22.99, 34.76, 36.45, 19.85, -0.22, 12.52
09.03. 05:00 ,  0.0,  0.0,  0.9, 30.53, 20.99, 39.56, 22.43, 22.97, 34.79, 36.49, 19.83, -0.22, 12.52
09.03. 05:30 ,  0.0,  0.0,  0.7, 30.53, 20.97, 39.56, 22.62, 22.95, 34.76, 36.53, 19.83, -0.22, 12.52
09.03. 06:00 ,  0.0,  0.0,  0.3, 30.61, 20.97, 39.56, 22.97, 22.92, 34.74, 36.60, 19.78, -0.22, 12.52
09.03. 06:30 ,  0.0,  0.0,  0.2, 30.70, 20.95, 39.53, 23.27, 22.90, 34.71, 36.67, 19.80, -0.22, 12.52
09.03. 07:00 ,  0.0,  0.0,  0.0, 30.81, 20.95, 39.53, 23.51, 22.88, 34.71, 36.82, 19.78, -0.22, 12.52
09.03. 07:30 ,  0.0,  0.0,  0.1, 30.95, 20.97, 39.53, 23.64, 22.88, 34.68, 36.97, 19.78, -0.22, 12.52
09.03. 08:00 ,  0.0,  0.0,  0.1, 31.04, 21.01, 39.49, 23.71, 22.85, 34.68, 37.08, 19.78, -0.22, 12.52
09.03. 08:30 ,  0.0,  0.0,  0.0, 31.09, 21.06, 39.49, 23.76, 22.90, 34.68, 37.19, 19.85, -0.22, 12.52
09.03. 09:00 ,  0.0,  0.0,  0.0, 31.15, 21.13, 39.49, 23.76, 22.90, 34.68, 37.29, 19.87, -0.22, 12.52
09.03. 09:30 ,  0.0,  0.0,  0.0, 31.21, 21.20, 39.49, 23.76, 22.92, 34.65, 37.33, 19.92, -0.22, 12.52
09.03. 10:00 ,  0.0,  0.0,  0.1, 31.24, 21.27, 39.45, 23.74, 22.99, 34.65, 37.37, 19.97, -0.22, 12.52
09.03. 10:30 ,  0.0,  0.0,  0.0, 31.27, 21.36, 39.45, 23.71, 23.04, 34.62, 37.40, 20.04, -0.22, 12.52
09.03. 11:00 ,  0.0,  0.0,  0.0, 31.27, 21.43, 39.49, 23.69, 23.09, 34.62, 37.40, 20.06, -0.22, 12.52
09.03. 11:30 ,  0.0,  0.0,  0.0, 31.29, 21.50, 39.45, 23.67, 23.16, 34.62, 37.44, 20.08, -0.22, 12.52
09.03. 12:00 ,  0.0,  0.0,  0.0, 31.29, 21.57, 39.45, 23.64, 23.23, 34.62, 37.44, 20.13, -0.22, 12.52
09.03. 12:30 ,  0.0,  0.0,  0.0, 31.29, 21.64, 39.42, 23.62, 23.30, 34.59, 37.40, 20.20, -0.22, 12.51
09.03. 13:00 ,  0.0,  0.0,  0.0, 31.29, 21.69, 39.45, 23.57, 23.37, 34.65, 37.44, 20.20, -0.22, 12.51
09.03. 13:30 ,  0.0,  0.0,  0.1, 31.29, 21.74, 39.45, 23.53, 23.41, 34.62, 37.40, 20.22, -0.22, 12.51
09.03. 14:00 ,  0.0,  0.0,  0.0, 31.29, 21.76, 39.42, 23.53, 23.46, 34.59, 37.40, 20.27, -0.22, 12.51
09.03. 14:30 ,  0.0,  0.0,  0.0, 31.27, 21.83, 39.42, 23.48, 23.51, 34.59, 37.44, 20.27, -0.22, 12.52
09.03. 15:00 ,  0.0,  0.0,  0.0, 31.27, 21.83, 39.42, 23.46, 23.53, 34.62, 37.40, 20.27, -0.22, 12.52
09.03. 15:30 ,  0.0,  0.0,  0.0, 31.27, 21.88, 39.42, 23.46, 23.57, 34.62, 37.40, 20.29, -0.22, 12.52
09.03. 16:00 ,  0.0,  0.0,  0.0, 31.27, 21.88, 39.42, 23.41, 23.60, 34.59, 37.37, 20.29, -0.22, 12.52
09.03. 16:30 ,  0.0,  0.0,  0.0, 31.27, 21.90, 39.38, 23.37, 23.64, 34.59, 37.40, 20.32, -0.22, 12.52
09.03. 17:00 ,  0.0,  0.0,  0.0, 31.27, 21.90, 39.42, 23.34, 23.67, 34.59, 37.33, 20.34, -0.22, 12.52
09.03. 17:30 ,  0.0,  0.0,  0.0, 31.24, 21.90, 39.45, 23.32, 23.69, 34.59, 37.33, 20.32, -0.22, 12.52
09.03. 18:00 ,  0.0,  0.0,  0.1, 31.24, 21.90, 39.42, 23.30, 23.69, 34.62, 37.29, 20.34, -0.22, 12.52
09.03. 18:30 ,  0.0,  0.0,  0.0, 31.21, 21.90, 39.38, 23.27, 23.71, 34.59, 37.26, 20.34, -0.22, 12.52
09.03. 19:00 ,  0.0,  0.0,  0.0, 31.18, 21.90, 39.38, 23.25, 23.71, 34.62, 37.26, 20.34, -0.22, 12.52
09.03. 19:30 ,  0.0,  0.0,  0.0, 31.18, 21.90, 39.42, 23.23, 23.71, 34.59, 37.26, 20.34, -0.22, 12.52
09.03. 20:00 ,  0.0,  0.0,  0.0, 31.18, 21.90, 39.38, 23.18, 23.74, 34.59, 37.22, 20.34, -0.22, 12.52
09.03. 20:30 ,  0.0,  0.0,  0.0, 31.15, 21.88, 39.42, 23.16, 23.74, 34.59, 37.19, 20.32, -0.22, 12.52
09.03. 21:00 ,  0.0,  0.0,  0.0, 31.12, 21.88, 39.38, 23.16, 23.76, 34.62, 37.19, 20.32, -0.22, 12.52
09.03. 21:30 ,  0.0,  0.0,  0.0, 31.12, 21.85, 39.38, 23.11, 23.76, 34.62, 37.15, 20.29, -0.22, 12.52
09.03. 22:00 ,  0.0,  0.0,  0.0, 31.12, 21.85, 39.38, 23.09, 23.76, 34.59, 37.15, 20.32, -0.22, 12.52
